"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2017"	"2017"	1061	4684333	22.6
	"Louisiana"	"22"	"2018"	"2018"	1113	4659978	23.9
	"Louisiana"	"22"	"2019"	"2019"	1043	4648794	22.4
	"Louisiana"	"22"	"2020 "	"2020"	1070	4645318	23.0
"Total"	"Louisiana"	"22"			23662	100136377	23.6
	"Maine"	"23"	"1999"	"1999"	188	1266808	14.8
	"Maine"	"23"	"2000"	"2000"	174	1274923	13.6
	"Maine"	"23"	"2001"	"2001"	201	1285692	15.6
	"Maine"	"23"	"2002"	"2002"	228	1295960	17.6
	"Maine"	"23"	"2003"	"2003"	262	1306513	20.1
	"Maine"	"23"	"2004"	"2004"	260	1313688	19.8
	"Maine"	"23"	"2005"	"2005"	244	1318787	18.5
	"Maine"	"23"	"2006"	"2006"	244	1323619	18.4
	"Maine"	"23"	"2007"	"2007"	242	1327040	18.2
	"Maine"	"23"	"2008"	"2008"	238	1330509	17.9
	"Maine"	"23"	"2009"	"2009"	235	1329590	17.7
	"Maine"	"23"	"2010"	"2010"	231	1328361	17.4
	"Maine"	"23"	"2011"	"2011"	251	1328188	18.9
	"Maine"	"23"	"2012"	"2012"	255	1329192	19.2
	"Maine"	"23"	"2013"	"2013"	247	1328302	18.6
	"Maine"	"23"	"2014"	"2014"	219	1330089	16.5
	"Maine"	"23"	"2015"	"2015"	206	1329328	15.5
	"Maine"	"23"	"2016"	"2016"	233	1331479	17.5
	"Maine"	"23"	"2017"	"2017"	253	1335907	18.9
	"Maine"	"23"	"2018"	"2018"	252	1338404	18.8
	"Maine"	"23"	"2019"	"2019"	232	1344212	17.3
	"Maine"	"23"	"2020 "	"2020"	225	1350141	16.7
"Total"	"Maine"	"23"			5120	29046732	17.6
	"Maryland"	"24"	"1999"	"1999"	550	5254509	10.5
	"Maryland"	"24"	"2000"	"2000"	578	5296486	10.9
	"Maryland"	"24"	"2001"	"2001"	585	5374691	10.9
	"Maryland"	"24"	"2002"	"2002"	620	5440389	11.4
	"Maryland"	"24"	"2003"	"2003"	569	5496269	10.4
	"Maryland"	"24"	"2004"	"2004"	685	5546935	12.3
	"Maryland"	"24"	"2005"	"2005"	735	5592379	13.1
	"Maryland"	"24"	"2006"	"2006"	739	5627367	13.1
	"Maryland"	"24"	"2007"	"2007"	679	5653408	12.0
	"Maryland"	"24"	"2008"	"2008"	691	5684965	12.2
	"Maryland"	"24"	"2009"	"2009"	704	5730388	12.3
	"Maryland"	"24"	"2010"	"2010"	696	5773552	12.1
	"Maryland"	"24"	"2011"	"2011"	696	5828289	11.9
	"Maryland"	"24"	"2012"	"2012"	687	5884563	11.7
	"Maryland"	"24"	"2013"	"2013"	725	5928814	12.2
	"Maryland"	"24"	"2014"	"2014"	732	5976407	12.2
	"Maryland"	"24"	"2015"	"2015"	816	6006401	13.6
	"Maryland"	"24"	"2016"	"2016"	804	6016447	13.4
	"Maryland"	"24"	"2017"	"2017"	811	6052177	13.4
	"Maryland"	"24"	"2018"	"2018"	828	6042718	13.7
	"Maryland"	"24"	"2019"	"2019"	717	6045680	11.9
	"Maryland"	"24"	"2020 "	"2020"	723	6055802	11.9
"Total"	"Maryland"	"24"			15370	126308636	12.2
	"Massachusetts"	"25"	"1999"	"1999"	1119	6317345	17.7
	"Massachusetts"	"25"	"2000"	"2000"	1216	6349097	19.2
	"Massachusetts"	"25"	"2001"	"2001"	1192	6397634	18.6
	"Massachusetts"	"25"	"2002"	"2002"	1285	6417206	20.0
	"Massachusetts"	"25"	"2003"	"2003"	1274	6422565	19.8
	"Massachusetts"	"25"	"2004"	"2004"	1243	6412281	19.4
	"Massachusetts"	"25"	"2005"	"2005"	1396	6403290	21.8
	"Massachusetts"	"25"	"2006"	"2006"	1380	6410084	21.5
	"Massachusetts"	"25"	"2007"	"2007"	1308	6431559	20.3
	"Massachusetts"	"25"	"2008"	"2008"	1310	6468967	20.3
	"Massachusetts"	"25"	"2009"	"2009"	1170	6517613	18.0
	"Massachusetts"	"25"	"2010"	"2010"	1271	6547629	19.4
	"Massachusetts"	"25"	"2011"	"2011"	1220	6587536	18.5
	"Massachusetts"	"25"	"2012"	"2012"	1258	6646144	18.9
	"Massachusetts"	"25"	"2013"	"2013"	1248	6692824	18.6
	"Massachusetts"	"25"	"2014"	"2014"	1213	6745408	18.0
	"Massachusetts"	"25"	"2015"	"2015"	1198	6794422	17.6
	"Massachusetts"	"25"	"2016"	"2016"	1125	6811779	16.5
	"Massachusetts"	"25"	"2017"	"2017"	1169	6859819	17.0
	"Massachusetts"	"25"	"2018"	"2018"	1148	6902149	16.6
	"Massachusetts"	"25"	"2019"	"2019"	1256	6892503	18.2
	"Massachusetts"	"25"	"2020 "	"2020"	1191	6893574	17.3
"Total"	"Massachusetts"	"25"			27190	144921428	18.8
	"Michigan"	"26"	"1999"	"1999"	1398	9897116	14.1
	"Michigan"	"26"	"2000"	"2000"	1419	9938444	14.3
	"Michigan"	"26"	"2001"	"2001"	1513	9991120	15.1
	"Michigan"	"26"	"2002"	"2002"	1601	10015710	16.0
	"Michigan"	"26"	"2003"	"2003"	1648	10041152	16.4
	"Michigan"	"26"	"2004"	"2004"	1482	10055315	14.7
	"Michigan"	"26"	"2005"	"2005"	1639	10051137	16.3
	"Michigan"	"26"	"2006"	"2006"	1567	10036081	15.6
	"Michigan"	"26"	"2007"	"2007"	1472	10001284	14.7
	"Michigan"	"26"	"2008"	"2008"	1466	9946889	14.7
	"Michigan"	"26"	"2009"	"2009"	1430	9901591	14.4
	"Michigan"	"26"	"2010"	"2010"	1441	9883640	14.6
	"Michigan"	"26"	"2011"	"2011"	1621	9876187	16.4
	"Michigan"	"26"	"2012"	"2012"	1565	9883360	15.8
	"Michigan"	"26"	"2013"	"2013"	1636	9895622	16.5
	"Michigan"	"26"	"2014"	"2014"	1817	9909877	18.3
	"Michigan"	"26"	"2015"	"2015"	1893	9922576	19.1
	"Michigan"	"26"	"2016"	"2016"	1765	9928300	17.8
	"Michigan"	"26"	"2017"	"2017"	1850	9962311	18.6
	"Michigan"	"26"	"2018"	"2018"	1922	9995915	19.2
	"Michigan"	"26"	"2019"	"2019"	1828	9986857	18.3
	"Michigan"	"26"	"2020 "	"2020"	1914	9966555	19.2
"Total"	"Michigan"	"26"			35887	219087039	16.4
	"Minnesota"	"27"	"1999"	"1999"	593	4873481	12.2
	"Minnesota"	"27"	"2000"	"2000"	650	4919479	13.2
	"Minnesota"	"27"	"2001"	"2001"	719	4982796	14.4
	"Minnesota"	"27"	"2002"	"2002"	635	5018935	12.7
	"Minnesota"	"27"	"2003"	"2003"	639	5053572	12.6
	"Minnesota"	"27"	"2004"	"2004"	657	5087713	12.9
	"Minnesota"	"27"	"2005"	"2005"	640	5119598	12.5
	"Minnesota"	"27"	"2006"	"2006"	670	5163555	13.0
	"Minnesota"	"27"	"2007"	"2007"	717	5207203	13.8
	"Minnesota"	"27"	"2008"	"2008"	715	5247018	13.6
	"Minnesota"	"27"	"2009"	"2009"	716	5281203	13.6
	"Minnesota"	"27"	"2010"	"2010"	750	5303925	14.1
	"Minnesota"	"27"	"2011"	"2011"	680	5344861	12.7
	"Minnesota"	"27"	"2012"	"2012"	649	5379139	12.1
	"Minnesota"	"27"	"2013"	"2013"	636	5420380	11.7
	"Minnesota"	"27"	"2014"	"2014"	664	5457173	12.2
	"Minnesota"	"27"	"2015"	"2015"	624	5489594	11.4
	"Minnesota"	"27"	"2016"	"2016"	570	5519952	10.3
	"Minnesota"	"27"	"2017"	"2017"	515	5576606	9.2
	"Minnesota"	"27"	"2018"	"2018"	570	5611179	10.2
	"Minnesota"	"27"	"2019"	"2019"	496	5639632	8.8
	"Minnesota"	"27"	"2020 "	"2020"	506	5657342	8.9
"Total"	"Minnesota"	"27"			14011	116354336	12.0
	"Mississippi"	"28"	"1999"	"1999"	612	2828408	21.6
	"Mississippi"	"28"	"2000"	"2000"	606	2844658	21.3
	"Mississippi"	"28"	"2001"	"2001"	598	2852994	21.0
	"Mississippi"	"28"	"2002"	"2002"	573	2858681	20.0
	"Mississippi"	"28"	"2003"	"2003"	672	2868312	23.4
	"Mississippi"	"28"	"2004"	"2004"	653	2889010	22.6
	"Mississippi"	"28"	"2005"	"2005"	656	2905943	22.6
	"Mississippi"	"28"	"2006"	"2006"	650	2904978	22.4
	"Mississippi"	"28"	"2007"	"2007"	670	2928350	22.9
	"Mississippi"	"28"	"2008"	"2008"	682	2947806	23.1
	"Mississippi"	"28"	"2009"	"2009"	655	2958774	22.1
	"Mississippi"	"28"	"2010"	"2010"	687	2967297	23.2
	"Mississippi"	"28"	"2011"	"2011"	657	2978512	22.1
	"Mississippi"	"28"	"2012"	"2012"	687	2984926	23.0
	"Mississippi"	"28"	"2013"	"2013"	728	2991207	24.3
	"Mississippi"	"28"	"2014"	"2014"	692	2994079	23.1
	"Mississippi"	"28"	"2015"	"2015"	721	2992333	24.1
	"Mississippi"	"28"	"2016"	"2016"	756	2988726	25.3
	"Mississippi"	"28"	"2017"	"2017"	731	2984100	24.5
	"Mississippi"	"28"	"2018"	"2018"	771	2986530	25.8
	"Mississippi"	"28"	"2019"	"2019"	759	2976149	25.5
	"Mississippi"	"28"	"2020 "	"2020"	782	2966786	26.4
"Total"	"Mississippi"	"28"			14998	64598559	23.2
	"Missouri"	"29"	"1999"	"1999"	893	5561948	16.1
	"Missouri"	"29"	"2000"	"2000"	890	5595211	15.9
	"Missouri"	"29"	"2001"	"2001"	970	5641142	17.2
	"Missouri"	"29"	"2002"	"2002"	1061	5674825	18.7
	"Missouri"	"29"	"2003"	"2003"	1085	5709403	19.0
	"Missouri"	"29"	"2004"	"2004"	1071	5747741	18.6
	"Missouri"	"29"	"2005"	"2005"	1127	5790300	19.5
	"Missouri"	"29"	"2006"	"2006"	1068	5842704	18.3
	"Missouri"	"29"	"2007"	"2007"	1113	5887612	18.9
	"Missouri"	"29"	"2008"	"2008"	1177	5923916	19.9
	"Missouri"	"29"	"2009"	"2009"	1124	5961088	18.9
	"Missouri"	"29"	"2010"	"2010"	1164	5988927	19.4
	"Missouri"	"29"	"2011"	"2011"	1232	6010688	20.5
	"Missouri"	"29"	"2012"	"2012"	1253	6021988	20.8
	"Missouri"	"29"	"2013"	"2013"	1289	6044171	21.3
	"Missouri"	"29"	"2014"	"2014"	1434	6063589	23.6
	"Missouri"	"29"	"2015"	"2015"	1469	6083672	24.1
	"Missouri"	"29"	"2016"	"2016"	1467	6093000	24.1
	"Missouri"	"29"	"2017"	"2017"	1501	6113532	24.6
	"Missouri"	"29"	"2018"	"2018"	1481	6126452	24.2
	"Missouri"	"29"	"2019"	"2019"	1458	6137428	23.8
	"Missouri"	"29"	"2020 "	"2020"	1659	6151548	27.0
"Total"	"Missouri"	"29"			26986	130170885	20.7
	"Montana"	"30"	"1999"	"1999"	87	897507	9.7
	"Montana"	"30"	"2000"	"2000"	111	902195	12.3
	"Montana"	"30"	"2001"	"2001"	123	906961	13.6
	"Montana"	"30"	"2002"	"2002"	104	911667	11.4
	"Montana"	"30"	"2003"	"2003"	100	919630	10.9
	"Montana"	"30"	"2004"	"2004"	108	930009	11.6
	"Montana"	"30"	"2005"	"2005"	108	940102	11.5
	"Montana"	"30"	"2006"	"2006"	124	952692	13.0
	"Montana"	"30"	"2007"	"2007"	106	964706	11.0
	"Montana"	"30"	"2008"	"2008"	138	976415	14.1
	"Montana"	"30"	"2009"	"2009"	117	983982	11.9
	"Montana"	"30"	"2010"	"2010"	119	989415	12.0
	"Montana"	"30"	"2011"	"2011"	104	998199	10.4
	"Montana"	"30"	"2012"	"2012"	96	1005141	9.6
	"Montana"	"30"	"2013"	"2013"	127	1015165	12.5
	"Montana"	"30"	"2014"	"2014"	124	1023579	12.1
	"Montana"	"30"	"2015"	"2015"	119	1032949	11.5
	"Montana"	"30"	"2016"	"2016"	152	1042520	14.6
	"Montana"	"30"	"2017"	"2017"	126	1050493	12.0
	"Montana"	"30"	"2018"	"2018"	144	1062305	13.6
	"Montana"	"30"	"2019"	"2019"	131	1068778	12.3
	"Montana"	"30"	"2020 "	"2020"	148	1080577	13.7
"Total"	"Montana"	"30"			2616	21654987	12.1
	"Nebraska"	"31"	"1999"	"1999"	227	1704764	13.3
	"Nebraska"	"31"	"2000"	"2000"	249	1711263	14.6
	"Nebraska"	"31"	"2001"	"2001"	283	1719836	16.5
	"Nebraska"	"31"	"2002"	"2002"	274	1728292	15.9
	"Nebraska"	"31"	"2003"	"2003"	300	1738643	17.3
	"Nebraska"	"31"	"2004"	"2004"	280	1749370	16.0
	"Nebraska"	"31"	"2005"	"2005"	244	1761497	13.9
	"Nebraska"	"31"	"2006"	"2006"	239	1772693	13.5
	"Nebraska"	"31"	"2007"	"2007"	253	1783440	14.2
	"Nebraska"	"31"	"2008"	"2008"	237	1796378	13.2
	"Nebraska"	"31"	"2009"	"2009"	228	1812683	12.6
	"Nebraska"	"31"	"2010"	"2010"	247	1826341	13.5
	"Nebraska"	"31"	"2011"	"2011"	210	1842641	11.4
	"Nebraska"	"31"	"2012"	"2012"	212	1855525	11.4
	"Nebraska"	"31"	"2013"	"2013"	216	1868516	11.6
	"Nebraska"	"31"	"2014"	"2014"	259	1881503	13.8
	"Nebraska"	"31"	"2015"	"2015"	257	1896190	13.6
	"Nebraska"	"31"	"2016"	"2016"	212	1907116	11.1
	"Nebraska"	"31"	"2017"	"2017"	219	1920076	11.4
	"Nebraska"	"31"	"2018"	"2018"	226	1929268	11.7
	"Nebraska"	"31"	"2019"	"2019"	269	1934408	13.9
	"Nebraska"	"31"	"2020 "	"2020"	235	1937552	12.1
"Total"	"Nebraska"	"31"			5376	40077995	13.4
	"Nevada"	"32"	"1999"	"1999"	294	1934718	15.2
	"Nevada"	"32"	"2000"	"2000"	325	1998257	16.3
	"Nevada"	"32"	"2001"	"2001"	374	2098399	17.8
	"Nevada"	"32"	"2002"	"2002"	369	2173791	17.0
	"Nevada"	"32"	"2003"	"2003"	431	2248850	19.2
	"Nevada"	"32"	"2004"	"2004"	423	2346222	18.0
	"Nevada"	"32"	"2005"	"2005"	436	2432143	17.9
	"Nevada"	"32"	"2006"	"2006"	460	2522658	18.2
	"Nevada"	"32"	"2007"	"2007"	442	2601072	17.0
	"Nevada"	"32"	"2008"	"2008"	426	2653630	16.1
	"Nevada"	"32"	"2009"	"2009"	424	2684665	15.8
	"Nevada"	"32"	"2010"	"2010"	432	2700551	16.0
	"Nevada"	"32"	"2011"	"2011"	403	2723322	14.8
	"Nevada"	"32"	"2012"	"2012"	379	2758931	13.7
	"Nevada"	"32"	"2013"	"2013"	368	2790136	13.2
	"Nevada"	"32"	"2014"	"2014"	358	2839099	12.6
	"Nevada"	"32"	"2015"	"2015"	307	2890845	10.6
	"Nevada"	"32"	"2016"	"2016"	265	2940058	9.0
	"Nevada"	"32"	"2017"	"2017"	292	2998039	9.7
	"Nevada"	"32"	"2018"	"2018"	286	3034392	9.4
	"Nevada"	"32"	"2019"	"2019"	297	3080156	9.6
	"Nevada"	"32"	"2020 "	"2020"	321	3138259	10.2
"Total"	"Nevada"	"32"			8112	57588193	14.1
	"New Hampshire"	"33"	"1999"	"1999"	88	1222014	7.2
	"New Hampshire"	"33"	"2000"	"2000"	104	1235786	8.4
	"New Hampshire"	"33"	"2001"	"2001"	130	1255517	10.4
	"New Hampshire"	"33"	"2002"	"2002"	135	1269089	10.6
	"New Hampshire"	"33"	"2003"	"2003"	146	1279840	11.4
	"New Hampshire"	"33"	"2004"	"2004"	160	1290121	12.4
	"New Hampshire"	"33"	"2005"	"2005"	173	1298492	13.3
	"New Hampshire"	"33"	"2006"	"2006"	156	1308389	11.9
	"New Hampshire"	"33"	"2007"	"2007"	142	1312540	10.8
	"New Hampshire"	"33"	"2008"	"2008"	163	1315906	12.4
	"New Hampshire"	"33"	"2009"	"2009"	148	1316102	11.2
	"New Hampshire"	"33"	"2010"	"2010"	184	1316470	14.0
	"New Hampshire"	"33"	"2011"	"2011"	171	1318194	13.0
	"New Hampshire"	"33"	"2012"	"2012"	160	1320718	12.1
	"New Hampshire"	"33"	"2013"	"2013"	170	1323459	12.8
	"New Hampshire"	"33"	"2014"	"2014"	162	1326813	12.2
	"New Hampshire"	"33"	"2015"	"2015"	189	1330608	14.2
	"New Hampshire"	"33"	"2016"	"2016"	159	1334795	11.9
	"New Hampshire"	"33"	"2017"	"2017"	164	1342795	12.2
	"New Hampshire"	"33"	"2018"	"2018"	189	1356458	13.9
	"New Hampshire"	"33"	"2019"	"2019"	211	1359711	15.5
	"New Hampshire"	"33"	"2020 "	"2020"	174	1366275	12.7
"Total"	"New Hampshire"	"33"			3478	28800092	12.1
	"New Jersey"	"34"	"1999"	"1999"	1354	8359592	16.2
	"New Jersey"	"34"	"2000"	"2000"	1480	8414350	17.6
	"New Jersey"	"34"	"2001"	"2001"	1478	8492671	17.4
	"New Jersey"	"34"	"2002"	"2002"	1646	8552643	19.2
	"New Jersey"	"34"	"2003"	"2003"	1679	8601402	19.5
	"New Jersey"	"34"	"2004"	"2004"	1612	8634561	18.7
	"New Jersey"	"34"	"2005"	"2005"	1577	8651974	18.2
	"New Jersey"	"34"	"2006"	"2006"	1609	8661679	18.6
	"New Jersey"	"34"	"2007"	"2007"	1621	8677885	18.7
	"New Jersey"	"34"	"2008"	"2008"	1621	8711090	18.6
	"New Jersey"	"34"	"2009"	"2009"	1606	8755602	18.3
	"New Jersey"	"34"	"2010"	"2010"	1429	8791894	16.3
	"New Jersey"	"34"	"2011"	"2011"	1473	8821155	16.7
	"New Jersey"	"34"	"2012"	"2012"	1421	8864590	16.0
	"New Jersey"	"34"	"2013"	"2013"	1378	8899339	15.5
	"New Jersey"	"34"	"2014"	"2014"	1486	8938175	16.6
	"New Jersey"	"34"	"2015"	"2015"	1567	8958013	17.5
	"New Jersey"	"34"	"2016"	"2016"	1519	8944469	17.0
	"New Jersey"	"34"	"2017"	"2017"	1574	9005644	17.5
	"New Jersey"	"34"	"2018"	"2018"	1654	8908520	18.6
	"New Jersey"	"34"	"2019"	"2019"	1590	8882190	17.9
	"New Jersey"	"34"	"2020 "	"2020"	1651	8882371	18.6
"Total"	"New Jersey"	"34"			34025	192409809	17.7
	"New Mexico"	"35"	"1999"	"1999"	156	1808082	8.6
	"New Mexico"	"35"	"2000"	"2000"	146	1819046	8.0
	"New Mexico"	"35"	"2001"	"2001"	166	1831690	9.1
	"New Mexico"	"35"	"2002"	"2002"	213	1855309	11.5
	"New Mexico"	"35"	"2003"	"2003"	209	1877574	11.1
	"New Mexico"	"35"	"2004"	"2004"	223	1903808	11.7
	"New Mexico"	"35"	"2005"	"2005"	227	1932274	11.7
	"New Mexico"	"35"	"2006"	"2006"	250	1962137	12.7
	"New Mexico"	"35"	"2007"	"2007"	231	1990070	11.6
	"New Mexico"	"35"	"2008"	"2008"	273	2010662	13.6
	"New Mexico"	"35"	"2009"	"2009"	253	2036802	12.4
	"New Mexico"	"35"	"2010"	"2010"	252	2059179	12.2
	"New Mexico"	"35"	"2011"	"2011"	260	2082224	12.5
	"New Mexico"	"35"	"2012"	"2012"	278	2085538	13.3
	"New Mexico"	"35"	"2013"	"2013"	295	2085287	14.1
	"New Mexico"	"35"	"2014"	"2014"	264	2085572	12.7
	"New Mexico"	"35"	"2015"	"2015"	308	2085109	14.8
	"New Mexico"	"35"	"2016"	"2016"	285	2081015	13.7
	"New Mexico"	"35"	"2017"	"2017"	328	2088070	15.7
	"New Mexico"	"35"	"2018"	"2018"	322	2095428	15.4
	"New Mexico"	"35"	"2019"	"2019"	332	2096829	15.8
	"New Mexico"	"35"	"2020 "	"2020"	328	2106319	15.6
"Total"	"New Mexico"	"35"			5599	43978024	12.7
	"New York"	"36"	"1999"	"1999"	2253	18882725	11.9
	"New York"	"36"	"2000"	"2000"	2412	18976457	12.7
	"New York"	"36"	"2001"	"2001"	2380	19082838	12.5
	"New York"	"36"	"2002"	"2002"	2418	19137800	12.6
	"New York"	"36"	"2003"	"2003"	2375	19175939	12.4
	"New York"	"36"	"2004"	"2004"	2327	19171567	12.1
	"New York"	"36"	"2005"	"2005"	2309	19132610	12.1
	"New York"	"36"	"2006"	"2006"	2267	19104631	11.9
	"New York"	"36"	"2007"	"2007"	2261	19132335	11.8
	"New York"	"36"	"2008"	"2008"	2214	19212436	11.5
	"New York"	"36"	"2009"	"2009"	2192	19307066	11.4
	"New York"	"36"	"2010"	"2010"	2149	19378102	11.1
	"New York"	"36"	"2011"	"2011"	2166	19465197	11.1
	"New York"	"36"	"2012"	"2012"	2202	19570261	11.3
	"New York"	"36"	"2013"	"2013"	2250	19651127	11.4
	"New York"	"36"	"2014"	"2014"	2171	19746227	11.0
	"New York"	"36"	"2015"	"2015"	2211	19795791	11.2
	"New York"	"36"	"2016"	"2016"	2344	19745289	11.9
	"New York"	"36"	"2017"	"2017"	2250	19849399	11.3
	"New York"	"36"	"2018"	"2018"	2358	19542209	12.1
	"New York"	"36"	"2019"	"2019"	2514	19453561	12.9
	"New York"	"36"	"2020 "	"2020"	2598	19336776	13.4
"Total"	"New York"	"36"			50621	425850343	11.9
	"North Carolina"	"37"	"1999"	"1999"	1115	7949361	14.0
	"North Carolina"	"37"	"2000"	"2000"	1289	8049313	16.0
	"North Carolina"	"37"	"2001"	"2001"	1308	8210122	15.9
	"North Carolina"	"37"	"2002"	"2002"	1423	8326201	17.1
	"North Carolina"	"37"	"2003"	"2003"	1370	8422501	16.3
	"North Carolina"	"37"	"2004"	"2004"	1453	8553152	17.0
	"North Carolina"	"37"	"2005"	"2005"	1534	8705407	17.6
	"North Carolina"	"37"	"2006"	"2006"	1595	8917270	17.9
	"North Carolina"	"37"	"2007"	"2007"	1622	9118037	17.8
	"North Carolina"	"37"	"2008"	"2008"	1587	9309449	17.0
	"North Carolina"	"37"	"2009"	"2009"	1652	9449566	17.5
	"North Carolina"	"37"	"2010"	"2010"	1669	9535483	17.5
	"North Carolina"	"37"	"2011"	"2011"	1680	9656401	17.4
	"North Carolina"	"37"	"2012"	"2012"	1634	9752073	16.8
	"North Carolina"	"37"	"2013"	"2013"	1751	9848060	17.8
	"North Carolina"	"37"	"2014"	"2014"	1767	9943964	17.8
	"North Carolina"	"37"	"2015"	"2015"	1786	10042802	17.8
	"North Carolina"	"37"	"2016"	"2016"	1969	10146788	19.4
	"North Carolina"	"37"	"2017"	"2017"	2001	10273419	19.5
	"North Carolina"	"37"	"2018"	"2018"	1890	10383620	18.2
	"North Carolina"	"37"	"2019"	"2019"	2073	10488084	19.8
	"North Carolina"	"37"	"2020 "	"2020"	2030	10600823	19.1
"Total"	"North Carolina"	"37"			36198	205681896	17.6
	"North Dakota"	"38"	"1999"	"1999"	83	644259	12.9
	"North Dakota"	"38"	"2000"	"2000"	63	642200	9.8
	"North Dakota"	"38"	"2001"	"2001"	50	639062	7.8
	"North Dakota"	"38"	"2002"	"2002"	55	638168	8.6
	"North Dakota"	"38"	"2003"	"2003"	54	638817	8.5
	"North Dakota"	"38"	"2004"	"2004"	51	644705	7.9
	"North Dakota"	"38"	"2005"	"2005"	62	646089	9.6
	"North Dakota"	"38"	"2006"	"2006"	53	649422	8.2
	"North Dakota"	"38"	"2007"	"2007"	44	652822	6.7
	"North Dakota"	"38"	"2008"	"2008"	91	657569	13.8
	"North Dakota"	"38"	"2009"	"2009"	102	664968	15.3
	"North Dakota"	"38"	"2010"	"2010"	92	672591	13.7
	"North Dakota"	"38"	"2011"	"2011"	106	683932	15.5
	"North Dakota"	"38"	"2012"	"2012"	115	699628	16.4
	"North Dakota"	"38"	"2013"	"2013"	116	723393	16.0
	"North Dakota"	"38"	"2014"	"2014"	103	739482	13.9
	"North Dakota"	"38"	"2015"	"2015"	117	756927	15.5
	"North Dakota"	"38"	"2016"	"2016"	105	757952	13.9
	"North Dakota"	"38"	"2017"	"2017"	120	755393	15.9
	"North Dakota"	"38"	"2018"	"2018"	115	760077	15.1
	"North Dakota"	"38"	"2019"	"2019"	98	762062	12.9
	"North Dakota"	"38"	"2020 "	"2020"	114	765309	14.9
"Total"	"North Dakota"	"38"			1909	15194827	12.6
	"Ohio"	"39"	"1999"	"1999"	1719	11335454	15.2
	"Ohio"	"39"	"2000"	"2000"	1796	11353140	15.8
	"Ohio"	"39"	"2001"	"2001"	1883	11387404	16.5
	"Ohio"	"39"	"2002"	"2002"	2001	11407889	17.5
	"Ohio"	"39"	"2003"	"2003"	2059	11434788	18.0
	"Ohio"	"39"	"2004"	"2004"	1865	11452251	16.3
	"Ohio"	"39"	"2005"	"2005"	1848	11463320	16.1
	"Ohio"	"39"	"2006"	"2006"	1661	11481213	14.5
	"Ohio"	"39"	"2007"	"2007"	1600	11500468	13.9
	"Ohio"	"39"	"2008"	"2008"	1671	11515391	14.5
	"Ohio"	"39"	"2009"	"2009"	1679	11528896	14.6
	"Ohio"	"39"	"2010"	"2010"	1782	11536504	15.4
	"Ohio"	"39"	"2011"	"2011"	1906	11544951	16.5
	"Ohio"	"39"	"2012"	"2012"	2033	11544225	17.6
	"Ohio"	"39"	"2013"	"2013"	1959	11570808	16.9
	"Ohio"	"39"	"2014"	"2014"	1975	11594163	17.0
	"Ohio"	"39"	"2015"	"2015"	2071	11613423	17.8
	"Ohio"	"39"	"2016"	"2016"	2229	11614373	19.2
	"Ohio"	"39"	"2017"	"2017"	2199	11658609	18.9
	"Ohio"	"39"	"2018"	"2018"	2163	11689442	18.5
	"Ohio"	"39"	"2019"	"2019"	2124	11689100	18.2
	"Ohio"	"39"	"2020 "	"2020"	2147	11693217	18.4
"Total"	"Ohio"	"39"			42370	253609029	16.7
	"Oklahoma"	"40"	"1999"	"1999"	420	3437147	12.2
	"Oklahoma"	"40"	"2000"	"2000"	520	3450654	15.1
	"Oklahoma"	"40"	"2001"	"2001"	558	3467100	16.1
	"Oklahoma"	"40"	"2002"	"2002"	495	3489080	14.2
	"Oklahoma"	"40"	"2003"	"2003"	558	3504892	15.9
	"Oklahoma"	"40"	"2004"	"2004"	547	3525233	15.5
	"Oklahoma"	"40"	"2005"	"2005"	553	3548597	15.6
	"Oklahoma"	"40"	"2006"	"2006"	585	3594090	16.3
	"Oklahoma"	"40"	"2007"	"2007"	584	3634349	16.1
	"Oklahoma"	"40"	"2008"	"2008"	610	3668976	16.6
	"Oklahoma"	"40"	"2009"	"2009"	581	3717572	15.6
	"Oklahoma"	"40"	"2010"	"2010"	534	3751351	14.2
	"Oklahoma"	"40"	"2011"	"2011"	543	3791508	14.3
	"Oklahoma"	"40"	"2012"	"2012"	546	3814820	14.3
	"Oklahoma"	"40"	"2013"	"2013"	595	3850568	15.5
	"Oklahoma"	"40"	"2014"	"2014"	595	3878051	15.3
	"Oklahoma"	"40"	"2015"	"2015"	604	3911338	15.4
	"Oklahoma"	"40"	"2016"	"2016"	565	3923561	14.4
	"Oklahoma"	"40"	"2017"	"2017"	449	3930864	11.4
	"Oklahoma"	"40"	"2018"	"2018"	440	3943079	11.2
	"Oklahoma"	"40"	"2019"	"2019"	514	3956971	13.0
	"Oklahoma"	"40"	"2020 "	"2020"	521	3980783	13.1
"Total"	"Oklahoma"	"40"			11917	81770584	14.6
	"Oregon"	"41"	"1999"	"1999"	248	3393941	7.3
	"Oregon"	"41"	"2000"	"2000"	288	3421399	8.4
	"Oregon"	"41"	"2001"	"2001"	318	3467937	9.2
	"Oregon"	"41"	"2002"	"2002"	250	3513424	7.1
	"Oregon"	"41"	"2003"	"2003"	286	3547376	8.1
	"Oregon"	"41"	"2004"	"2004"	297	3569463	8.3
	"Oregon"	"41"	"2005"	"2005"	278	3613202	7.7
	"Oregon"	"41"	"2006"	"2006"	315	3670883	8.6
	"Oregon"	"41"	"2007"	"2007"	373	3722417	10.0
