"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2009"	"2009"	11741	4491648	261.4
	"Louisiana"	"22"	"2010"	"2010"	11783	4533372	259.9
	"Louisiana"	"22"	"2011"	"2011"	11602	4574836	253.6
	"Louisiana"	"22"	"2012"	"2012"	12345	4601893	268.3
	"Louisiana"	"22"	"2013"	"2013"	12933	4625470	279.6
	"Louisiana"	"22"	"2014"	"2014"	13140	4649676	282.6
	"Louisiana"	"22"	"2015"	"2015"	13023	4670724	278.8
	"Louisiana"	"22"	"2016"	"2016"	13311	4681666	284.3
	"Louisiana"	"22"	"2017"	"2017"	13972	4684333	298.3
	"Louisiana"	"22"	"2018"	"2018"	14221	4659978	305.2
	"Louisiana"	"22"	"2019"	"2019"	14272	4648794	307.0
	"Louisiana"	"22"	"2020 "	"2020"	19122	4645318	411.6
"Total"	"Louisiana"	"22"			290397	100136377	290.0
	"Maine"	"23"	"1999"	"1999"	4362	1266808	344.3
	"Maine"	"23"	"2000"	"2000"	4550	1274923	356.9
	"Maine"	"23"	"2001"	"2001"	4542	1285692	353.3
	"Maine"	"23"	"2002"	"2002"	4526	1295960	349.2
	"Maine"	"23"	"2003"	"2003"	4312	1306513	330.0
	"Maine"	"23"	"2004"	"2004"	4122	1313688	313.8
	"Maine"	"23"	"2005"	"2005"	4215	1318787	319.6
	"Maine"	"23"	"2006"	"2006"	3963	1323619	299.4
	"Maine"	"23"	"2007"	"2007"	4000	1327040	301.4
	"Maine"	"23"	"2008"	"2008"	3873	1330509	291.1
	"Maine"	"23"	"2009"	"2009"	3800	1329590	285.8
	"Maine"	"23"	"2010"	"2010"	3732	1328361	280.9
	"Maine"	"23"	"2011"	"2011"	3657	1328188	275.3
	"Maine"	"23"	"2012"	"2012"	3725	1329192	280.2
	"Maine"	"23"	"2013"	"2013"	3926	1328302	295.6
	"Maine"	"23"	"2014"	"2014"	3800	1330089	285.7
	"Maine"	"23"	"2015"	"2015"	4096	1329328	308.1
	"Maine"	"23"	"2016"	"2016"	3970	1331479	298.2
	"Maine"	"23"	"2017"	"2017"	3918	1335907	293.3
	"Maine"	"23"	"2018"	"2018"	4269	1338404	319.0
	"Maine"	"23"	"2019"	"2019"	4529	1344212	336.9
	"Maine"	"23"	"2020 "	"2020"	5069	1350141	375.4
"Total"	"Maine"	"23"			90956	29046732	313.1
	"Maryland"	"24"	"1999"	"1999"	17172	5254509	326.8
	"Maryland"	"24"	"2000"	"2000"	18224	5296486	344.1
	"Maryland"	"24"	"2001"	"2001"	17949	5374691	334.0
	"Maryland"	"24"	"2002"	"2002"	18013	5440389	331.1
	"Maryland"	"24"	"2003"	"2003"	17826	5496269	324.3
	"Maryland"	"24"	"2004"	"2004"	17328	5546935	312.4
	"Maryland"	"24"	"2005"	"2005"	17512	5592379	313.1
	"Maryland"	"24"	"2006"	"2006"	17016	5627367	302.4
	"Maryland"	"24"	"2007"	"2007"	17533	5653408	310.1
	"Maryland"	"24"	"2008"	"2008"	17164	5684965	301.9
	"Maryland"	"24"	"2009"	"2009"	17074	5730388	298.0
	"Maryland"	"24"	"2010"	"2010"	16672	5773552	288.8
	"Maryland"	"24"	"2011"	"2011"	16334	5828289	280.3
	"Maryland"	"24"	"2012"	"2012"	16173	5884563	274.8
	"Maryland"	"24"	"2013"	"2013"	16061	5928814	270.9
	"Maryland"	"24"	"2014"	"2014"	15703	5976407	262.7
	"Maryland"	"24"	"2015"	"2015"	16137	6006401	268.7
	"Maryland"	"24"	"2016"	"2016"	16411	6016447	272.8
	"Maryland"	"24"	"2017"	"2017"	17959	6052177	296.7
	"Maryland"	"24"	"2018"	"2018"	18905	6042718	312.9
	"Maryland"	"24"	"2019"	"2019"	20089	6045680	332.3
	"Maryland"	"24"	"2020 "	"2020"	25784	6055802	425.8
"Total"	"Maryland"	"24"			389039	126308636	308.0
	"Massachusetts"	"25"	"1999"	"1999"	17976	6317345	284.5
	"Massachusetts"	"25"	"2000"	"2000"	18544	6349097	292.1
	"Massachusetts"	"25"	"2001"	"2001"	18343	6397634	286.7
	"Massachusetts"	"25"	"2002"	"2002"	18356	6417206	286.0
	"Massachusetts"	"25"	"2003"	"2003"	17949	6422565	279.5
	"Massachusetts"	"25"	"2004"	"2004"	16939	6412281	264.2
	"Massachusetts"	"25"	"2005"	"2005"	16394	6403290	256.0
	"Massachusetts"	"25"	"2006"	"2006"	16437	6410084	256.4
	"Massachusetts"	"25"	"2007"	"2007"	16587	6431559	257.9
	"Massachusetts"	"25"	"2008"	"2008"	16274	6468967	251.6
	"Massachusetts"	"25"	"2009"	"2009"	15750	6517613	241.7
	"Massachusetts"	"25"	"2010"	"2010"	15667	6547629	239.3
	"Massachusetts"	"25"	"2011"	"2011"	15443	6587536	234.4
	"Massachusetts"	"25"	"2012"	"2012"	14717	6646144	221.4
	"Massachusetts"	"25"	"2013"	"2013"	14783	6692824	220.9
	"Massachusetts"	"25"	"2014"	"2014"	14703	6745408	218.0
	"Massachusetts"	"25"	"2015"	"2015"	15437	6794422	227.2
	"Massachusetts"	"25"	"2016"	"2016"	14839	6811779	217.8
	"Massachusetts"	"25"	"2017"	"2017"	15018	6859819	218.9
	"Massachusetts"	"25"	"2018"	"2018"	15331	6902149	222.1
	"Massachusetts"	"25"	"2019"	"2019"	15338	6892503	222.5
	"Massachusetts"	"25"	"2020 "	"2020"	17824	6893574	258.6
"Total"	"Massachusetts"	"25"			358649	144921428	247.5
	"Michigan"	"26"	"1999"	"1999"	33853	9897116	342.0
	"Michigan"	"26"	"2000"	"2000"	34580	9938444	347.9
	"Michigan"	"26"	"2001"	"2001"	34348	9991120	343.8
	"Michigan"	"26"	"2002"	"2002"	34845	10015710	347.9
	"Michigan"	"26"	"2003"	"2003"	33983	10041152	338.4
	"Michigan"	"26"	"2004"	"2004"	33026	10055315	328.4
	"Michigan"	"26"	"2005"	"2005"	33750	10051137	335.8
	"Michigan"	"26"	"2006"	"2006"	33238	10036081	331.2
	"Michigan"	"26"	"2007"	"2007"	33621	10001284	336.2
	"Michigan"	"26"	"2008"	"2008"	34169	9946889	343.5
	"Michigan"	"26"	"2009"	"2009"	32887	9901591	332.1
	"Michigan"	"26"	"2010"	"2010"	33066	9883640	334.6
	"Michigan"	"26"	"2011"	"2011"	34030	9876187	344.6
	"Michigan"	"26"	"2012"	"2012"	33907	9883360	343.1
	"Michigan"	"26"	"2013"	"2013"	34033	9895622	343.9
	"Michigan"	"26"	"2014"	"2014"	33591	9909877	339.0
	"Michigan"	"26"	"2015"	"2015"	33284	9922576	335.4
	"Michigan"	"26"	"2016"	"2016"	33612	9928300	338.5
	"Michigan"	"26"	"2017"	"2017"	33611	9962311	337.4
	"Michigan"	"26"	"2018"	"2018"	34091	9995915	341.0
	"Michigan"	"26"	"2019"	"2019"	35004	9986857	350.5
	"Michigan"	"26"	"2020 "	"2020"	42654	9966555	428.0
"Total"	"Michigan"	"26"			753183	219087039	343.8
	"Minnesota"	"27"	"1999"	"1999"	12369	4873481	253.8
	"Minnesota"	"27"	"2000"	"2000"	12504	4919479	254.2
	"Minnesota"	"27"	"2001"	"2001"	12657	4982796	254.0
	"Minnesota"	"27"	"2002"	"2002"	12989	5018935	258.8
	"Minnesota"	"27"	"2003"	"2003"	12497	5053572	247.3
	"Minnesota"	"27"	"2004"	"2004"	12396	5087713	243.6
	"Minnesota"	"27"	"2005"	"2005"	12768	5119598	249.4
	"Minnesota"	"27"	"2006"	"2006"	12472	5163555	241.5
	"Minnesota"	"27"	"2007"	"2007"	12398	5207203	238.1
	"Minnesota"	"27"	"2008"	"2008"	12808	5247018	244.1
	"Minnesota"	"27"	"2009"	"2009"	12571	5281203	238.0
	"Minnesota"	"27"	"2010"	"2010"	12855	5303925	242.4
	"Minnesota"	"27"	"2011"	"2011"	13671	5344861	255.8
	"Minnesota"	"27"	"2012"	"2012"	13867	5379139	257.8
	"Minnesota"	"27"	"2013"	"2013"	14084	5420380	259.8
	"Minnesota"	"27"	"2014"	"2014"	14350	5457173	263.0
	"Minnesota"	"27"	"2015"	"2015"	15176	5489594	276.5
	"Minnesota"	"27"	"2016"	"2016"	15464	5519952	280.1
	"Minnesota"	"27"	"2017"	"2017"	16738	5576606	300.1
	"Minnesota"	"27"	"2018"	"2018"	17228	5611179	307.0
	"Minnesota"	"27"	"2019"	"2019"	18008	5639632	319.3
	"Minnesota"	"27"	"2020 "	"2020"	22087	5657342	390.4
"Total"	"Minnesota"	"27"			311957	116354336	268.1
	"Mississippi"	"28"	"1999"	"1999"	9923	2828408	350.8
	"Mississippi"	"28"	"2000"	"2000"	10456	2844658	367.6
	"Mississippi"	"28"	"2001"	"2001"	10257	2852994	359.5
	"Mississippi"	"28"	"2002"	"2002"	10651	2858681	372.6
	"Mississippi"	"28"	"2003"	"2003"	10068	2868312	351.0
	"Mississippi"	"28"	"2004"	"2004"	10068	2889010	348.5
	"Mississippi"	"28"	"2005"	"2005"	10477	2905943	360.5
	"Mississippi"	"28"	"2006"	"2006"	10336	2904978	355.8
	"Mississippi"	"28"	"2007"	"2007"	10126	2928350	345.8
	"Mississippi"	"28"	"2008"	"2008"	10677	2947806	362.2
	"Mississippi"	"28"	"2009"	"2009"	10350	2958774	349.8
	"Mississippi"	"28"	"2010"	"2010"	10145	2967297	341.9
	"Mississippi"	"28"	"2011"	"2011"	10408	2978512	349.4
	"Mississippi"	"28"	"2012"	"2012"	10369	2984926	347.4
	"Mississippi"	"28"	"2013"	"2013"	10495	2991207	350.9
	"Mississippi"	"28"	"2014"	"2014"	10057	2994079	335.9
	"Mississippi"	"28"	"2015"	"2015"	10632	2992333	355.3
	"Mississippi"	"28"	"2016"	"2016"	10875	2988726	363.9
	"Mississippi"	"28"	"2017"	"2017"	11304	2984100	378.8
	"Mississippi"	"28"	"2018"	"2018"	11528	2986530	386.0
	"Mississippi"	"28"	"2019"	"2019"	12585	2976149	422.9
	"Mississippi"	"28"	"2020 "	"2020"	16721	2966786	563.6
"Total"	"Mississippi"	"28"			238508	64598559	369.2
	"Missouri"	"29"	"1999"	"1999"	21155	5561948	380.4
	"Missouri"	"29"	"2000"	"2000"	20975	5595211	374.9
	"Missouri"	"29"	"2001"	"2001"	20546	5641142	364.2
	"Missouri"	"29"	"2002"	"2002"	20841	5674825	367.3
	"Missouri"	"29"	"2003"	"2003"	20750	5709403	363.4
	"Missouri"	"29"	"2004"	"2004"	19856	5747741	345.5
	"Missouri"	"29"	"2005"	"2005"	19790	5790300	341.8
	"Missouri"	"29"	"2006"	"2006"	19924	5842704	341.0
	"Missouri"	"29"	"2007"	"2007"	19512	5887612	331.4
	"Missouri"	"29"	"2008"	"2008"	20307	5923916	342.8
	"Missouri"	"29"	"2009"	"2009"	18943	5961088	317.8
	"Missouri"	"29"	"2010"	"2010"	18652	5988927	311.4
	"Missouri"	"29"	"2011"	"2011"	17976	6010688	299.1
	"Missouri"	"29"	"2012"	"2012"	17889	6021988	297.1
	"Missouri"	"29"	"2013"	"2013"	17701	6044171	292.9
	"Missouri"	"29"	"2014"	"2014"	17702	6063589	291.9
	"Missouri"	"29"	"2015"	"2015"	18046	6083672	296.6
	"Missouri"	"29"	"2016"	"2016"	17786	6093000	291.9
	"Missouri"	"29"	"2017"	"2017"	18049	6113532	295.2
	"Missouri"	"29"	"2018"	"2018"	18501	6126452	302.0
	"Missouri"	"29"	"2019"	"2019"	17902	6137428	291.7
	"Missouri"	"29"	"2020 "	"2020"	21400	6151548	347.9
"Total"	"Missouri"	"29"			424203	130170885	325.9
	"Montana"	"30"	"1999"	"1999"	2252	897507	250.9
	"Montana"	"30"	"2000"	"2000"	2346	902195	260.0
	"Montana"	"30"	"2001"	"2001"	2316	906961	255.4
	"Montana"	"30"	"2002"	"2002"	2421	911667	265.6
	"Montana"	"30"	"2003"	"2003"	2465	919630	268.0
	"Montana"	"30"	"2004"	"2004"	2307	930009	248.1
	"Montana"	"30"	"2005"	"2005"	2464	940102	262.1
	"Montana"	"30"	"2006"	"2006"	2477	952692	260.0
	"Montana"	"30"	"2007"	"2007"	2500	964706	259.1
	"Montana"	"30"	"2008"	"2008"	2578	976415	264.0
	"Montana"	"30"	"2009"	"2009"	2432	983982	247.2
	"Montana"	"30"	"2010"	"2010"	2481	989415	250.8
	"Montana"	"30"	"2011"	"2011"	2622	998199	262.7
	"Montana"	"30"	"2012"	"2012"	2530	1005141	251.7
	"Montana"	"30"	"2013"	"2013"	2703	1015165	266.3
	"Montana"	"30"	"2014"	"2014"	2657	1023579	259.6
	"Montana"	"30"	"2015"	"2015"	2873	1032949	278.1
	"Montana"	"30"	"2016"	"2016"	2887	1042520	276.9
	"Montana"	"30"	"2017"	"2017"	3064	1050493	291.7
	"Montana"	"30"	"2018"	"2018"	3110	1062305	292.8
	"Montana"	"30"	"2019"	"2019"	3262	1068778	305.2
	"Montana"	"30"	"2020 "	"2020"	4122	1080577	381.5
"Total"	"Montana"	"30"			58869	21654987	271.8
	"Nebraska"	"31"	"1999"	"1999"	4941	1704764	289.8
	"Nebraska"	"31"	"2000"	"2000"	4911	1711263	287.0
	"Nebraska"	"31"	"2001"	"2001"	4924	1719836	286.3
	"Nebraska"	"31"	"2002"	"2002"	5081	1728292	294.0
	"Nebraska"	"31"	"2003"	"2003"	4922	1738643	283.1
	"Nebraska"	"31"	"2004"	"2004"	4812	1749370	275.1
	"Nebraska"	"31"	"2005"	"2005"	5207	1761497	295.6
	"Nebraska"	"31"	"2006"	"2006"	5108	1772693	288.1
	"Nebraska"	"31"	"2007"	"2007"	5287	1783440	296.4
	"Nebraska"	"31"	"2008"	"2008"	5382	1796378	299.6
	"Nebraska"	"31"	"2009"	"2009"	5277	1812683	291.1
	"Nebraska"	"31"	"2010"	"2010"	5430	1826341	297.3
	"Nebraska"	"31"	"2011"	"2011"	5561	1842641	301.8
	"Nebraska"	"31"	"2012"	"2012"	5530	1855525	298.0
	"Nebraska"	"31"	"2013"	"2013"	5651	1868516	302.4
	"Nebraska"	"31"	"2014"	"2014"	5458	1881503	290.1
	"Nebraska"	"31"	"2015"	"2015"	5913	1896190	311.8
	"Nebraska"	"31"	"2016"	"2016"	5845	1907116	306.5
	"Nebraska"	"31"	"2017"	"2017"	6430	1920076	334.9
	"Nebraska"	"31"	"2018"	"2018"	6177	1929268	320.2
	"Nebraska"	"31"	"2019"	"2019"	6342	1934408	327.9
	"Nebraska"	"31"	"2020 "	"2020"	7772	1937552	401.1
"Total"	"Nebraska"	"31"			121961	40077995	304.3
	"Nevada"	"32"	"1999"	"1999"	4428	1934718	228.9
	"Nevada"	"32"	"2000"	"2000"	4340	1998257	217.2
	"Nevada"	"32"	"2001"	"2001"	4596	2098399	219.0
	"Nevada"	"32"	"2002"	"2002"	4668	2173791	214.7
	"Nevada"	"32"	"2003"	"2003"	4822	2248850	214.4
	"Nevada"	"32"	"2004"	"2004"	4751	2346222	202.5
	"Nevada"	"32"	"2005"	"2005"	5279	2432143	217.1
	"Nevada"	"32"	"2006"	"2006"	4969	2522658	197.0
	"Nevada"	"32"	"2007"	"2007"	4556	2601072	175.2
	"Nevada"	"32"	"2008"	"2008"	4753	2653630	179.1
	"Nevada"	"32"	"2009"	"2009"	4757	2684665	177.2
	"Nevada"	"32"	"2010"	"2010"	4858	2700551	179.9
	"Nevada"	"32"	"2011"	"2011"	5280	2723322	193.9
	"Nevada"	"32"	"2012"	"2012"	5503	2758931	199.5
	"Nevada"	"32"	"2013"	"2013"	5793	2790136	207.6
	"Nevada"	"32"	"2014"	"2014"	5870	2839099	206.8
	"Nevada"	"32"	"2015"	"2015"	6324	2890845	218.8
	"Nevada"	"32"	"2016"	"2016"	7553	2940058	256.9
	"Nevada"	"32"	"2017"	"2017"	7865	2998039	262.3
	"Nevada"	"32"	"2018"	"2018"	8396	3034392	276.7
	"Nevada"	"32"	"2019"	"2019"	8961	3080156	290.9
	"Nevada"	"32"	"2020 "	"2020"	10596	3138259	337.6
"Total"	"Nevada"	"32"			128918	57588193	223.9
	"New Hampshire"	"33"	"1999"	"1999"	3651	1222014	298.8
	"New Hampshire"	"33"	"2000"	"2000"	3864	1235786	312.7
	"New Hampshire"	"33"	"2001"	"2001"	3874	1255517	308.6
	"New Hampshire"	"33"	"2002"	"2002"	3853	1269089	303.6
	"New Hampshire"	"33"	"2003"	"2003"	3699	1279840	289.0
	"New Hampshire"	"33"	"2004"	"2004"	3834	1290121	297.2
	"New Hampshire"	"33"	"2005"	"2005"	3726	1298492	286.9
	"New Hampshire"	"33"	"2006"	"2006"	3543	1308389	270.8
	"New Hampshire"	"33"	"2007"	"2007"	3672	1312540	279.8
	"New Hampshire"	"33"	"2008"	"2008"	3519	1315906	267.4
	"New Hampshire"	"33"	"2009"	"2009"	3332	1316102	253.2
	"New Hampshire"	"33"	"2010"	"2010"	3339	1316470	253.6
	"New Hampshire"	"33"	"2011"	"2011"	3480	1318194	264.0
	"New Hampshire"	"33"	"2012"	"2012"	3526	1320718	267.0
	"New Hampshire"	"33"	"2013"	"2013"	3592	1323459	271.4
	"New Hampshire"	"33"	"2014"	"2014"	3559	1326813	268.2
	"New Hampshire"	"33"	"2015"	"2015"	3621	1330608	272.1
	"New Hampshire"	"33"	"2016"	"2016"	3683	1334795	275.9
	"New Hampshire"	"33"	"2017"	"2017"	3799	1342795	282.9
	"New Hampshire"	"33"	"2018"	"2018"	3873	1356458	285.5
	"New Hampshire"	"33"	"2019"	"2019"	3868	1359711	284.5
	"New Hampshire"	"33"	"2020 "	"2020"	4368	1366275	319.7
"Total"	"New Hampshire"	"33"			81275	28800092	282.2
	"New Jersey"	"34"	"1999"	"1999"	28577	8359592	341.8
	"New Jersey"	"34"	"2000"	"2000"	29274	8414350	347.9
	"New Jersey"	"34"	"2001"	"2001"	28289	8492671	333.1
	"New Jersey"	"34"	"2002"	"2002"	28021	8552643	327.6
	"New Jersey"	"34"	"2003"	"2003"	27450	8601402	319.1
	"New Jersey"	"34"	"2004"	"2004"	27465	8634561	318.1
	"New Jersey"	"34"	"2005"	"2005"	27379	8651974	316.4
	"New Jersey"	"34"	"2006"	"2006"	26272	8661679	303.3
	"New Jersey"	"34"	"2007"	"2007"	25714	8677885	296.3
	"New Jersey"	"34"	"2008"	"2008"	25591	8711090	293.8
	"New Jersey"	"34"	"2009"	"2009"	24161	8755602	275.9
	"New Jersey"	"34"	"2010"	"2010"	26231	8791894	298.4
	"New Jersey"	"34"	"2011"	"2011"	26483	8821155	300.2
	"New Jersey"	"34"	"2012"	"2012"	26187	8864590	295.4
	"New Jersey"	"34"	"2013"	"2013"	26146	8899339	293.8
	"New Jersey"	"34"	"2014"	"2014"	25321	8938175	283.3
	"New Jersey"	"34"	"2015"	"2015"	24834	8958013	277.2
	"New Jersey"	"34"	"2016"	"2016"	24432	8944469	273.2
	"New Jersey"	"34"	"2017"	"2017"	24675	9005644	274.0
	"New Jersey"	"34"	"2018"	"2018"	24464	8908520	274.6
	"New Jersey"	"34"	"2019"	"2019"	23709	8882190	266.9
	"New Jersey"	"34"	"2020 "	"2020"	30045	8882371	338.3
"Total"	"New Jersey"	"34"			580720	192409809	301.8
	"New Mexico"	"35"	"1999"	"1999"	4286	1808082	237.0
	"New Mexico"	"35"	"2000"	"2000"	4273	1819046	234.9
	"New Mexico"	"35"	"2001"	"2001"	4704	1831690	256.8
	"New Mexico"	"35"	"2002"	"2002"	4810	1855309	259.3
	"New Mexico"	"35"	"2003"	"2003"	4815	1877574	256.4
	"New Mexico"	"35"	"2004"	"2004"	4643	1903808	243.9
	"New Mexico"	"35"	"2005"	"2005"	4933	1932274	255.3
	"New Mexico"	"35"	"2006"	"2006"	5035	1962137	256.6
	"New Mexico"	"35"	"2007"	"2007"	5171	1990070	259.8
	"New Mexico"	"35"	"2008"	"2008"	5232	2010662	260.2
	"New Mexico"	"35"	"2009"	"2009"	5193	2036802	255.0
	"New Mexico"	"35"	"2010"	"2010"	5319	2059179	258.3
	"New Mexico"	"35"	"2011"	"2011"	5383	2082224	258.5
	"New Mexico"	"35"	"2012"	"2012"	5433	2085538	260.5
	"New Mexico"	"35"	"2013"	"2013"	5479	2085287	262.7
	"New Mexico"	"35"	"2014"	"2014"	5509	2085572	264.1
	"New Mexico"	"35"	"2015"	"2015"	5380	2085109	258.0
	"New Mexico"	"35"	"2016"	"2016"	5945	2081015	285.7
	"New Mexico"	"35"	"2017"	"2017"	6090	2088070	291.7
	"New Mexico"	"35"	"2018"	"2018"	6274	2095428	299.4
	"New Mexico"	"35"	"2019"	"2019"	6721	2096829	320.5
	"New Mexico"	"35"	"2020 "	"2020"	8135	2106319	386.2
"Total"	"New Mexico"	"35"			118763	43978024	270.1
	"New York"	"36"	"1999"	"1999"	67770	18882725	358.9
	"New York"	"36"	"2000"	"2000"	69287	18976457	365.1
	"New York"	"36"	"2001"	"2001"	69420	19082838	363.8
	"New York"	"36"	"2002"	"2002"	70436	19137800	368.0
	"New York"	"36"	"2003"	"2003"	69304	19175939	361.4
	"New York"	"36"	"2004"	"2004"	66671	19171567	347.8
	"New York"	"36"	"2005"	"2005"	66697	19132610	348.6
	"New York"	"36"	"2006"	"2006"	65198	19104631	341.3
	"New York"	"36"	"2007"	"2007"	64372	19132335	336.5
	"New York"	"36"	"2008"	"2008"	64544	19212436	335.9
	"New York"	"36"	"2009"	"2009"	62732	19307066	324.9
	"New York"	"36"	"2010"	"2010"	61107	19378102	315.3
	"New York"	"36"	"2011"	"2011"	61244	19465197	314.6
	"New York"	"36"	"2012"	"2012"	60080	19570261	307.0
	"New York"	"36"	"2013"	"2013"	60097	19651127	305.8
	"New York"	"36"	"2014"	"2014"	58343	19746227	295.5
	"New York"	"36"	"2015"	"2015"	59326	19795791	299.7
	"New York"	"36"	"2016"	"2016"	59165	19745289	299.6
	"New York"	"36"	"2017"	"2017"	61204	19849399	308.3
	"New York"	"36"	"2018"	"2018"	62745	19542209	321.1
	"New York"	"36"	"2019"	"2019"	62109	19453561	319.3
	"New York"	"36"	"2020 "	"2020"	79936	19336776	413.4
"Total"	"New York"	"36"			1421787	425850343	333.9
	"North Carolina"	"37"	"1999"	"1999"	24979	7949361	314.2
	"North Carolina"	"37"	"2000"	"2000"	26959	8049313	334.9
	"North Carolina"	"37"	"2001"	"2001"	26077	8210122	317.6
	"North Carolina"	"37"	"2002"	"2002"	26281	8326201	315.6
	"North Carolina"	"37"	"2003"	"2003"	27012	8422501	320.7
	"North Carolina"	"37"	"2004"	"2004"	26000	8553152	304.0
	"North Carolina"	"37"	"2005"	"2005"	26379	8705407	303.0
	"North Carolina"	"37"	"2006"	"2006"	25915	8917270	290.6
	"North Carolina"	"37"	"2007"	"2007"	26422	9118037	289.8
	"North Carolina"	"37"	"2008"	"2008"	27091	9309449	291.0
	"North Carolina"	"37"	"2009"	"2009"	26779	9449566	283.4
	"North Carolina"	"37"	"2010"	"2010"	26800	9535483	281.1
	"North Carolina"	"37"	"2011"	"2011"	26546	9656401	274.9
	"North Carolina"	"37"	"2012"	"2012"	27578	9752073	282.8
	"North Carolina"	"37"	"2013"	"2013"	27947	9848060	283.8
	"North Carolina"	"37"	"2014"	"2014"	26828	9943964	269.8
	"North Carolina"	"37"	"2015"	"2015"	27179	10042802	270.6
	"North Carolina"	"37"	"2016"	"2016"	27066	10146788	266.7
	"North Carolina"	"37"	"2017"	"2017"	27547	10273419	268.1
	"North Carolina"	"37"	"2018"	"2018"	28222	10383620	271.8
	"North Carolina"	"37"	"2019"	"2019"	28605	10488084	272.7
	"North Carolina"	"37"	"2020 "	"2020"	32671	10600823	308.2
"Total"	"North Carolina"	"37"			596883	205681896	290.2
	"North Dakota"	"38"	"1999"	"1999"	2287	644259	355.0
	"North Dakota"	"38"	"2000"	"2000"	2418	642200	376.5
	"North Dakota"	"38"	"2001"	"2001"	2479	639062	387.9
	"North Dakota"	"38"	"2002"	"2002"	2488	638168	389.9
	"North Dakota"	"38"	"2003"	"2003"	2593	638817	405.9
	"North Dakota"	"38"	"2004"	"2004"	2364	644705	366.7
	"North Dakota"	"38"	"2005"	"2005"	2442	646089	378.0
	"North Dakota"	"38"	"2006"	"2006"	2473	649422	380.8
	"North Dakota"	"38"	"2007"	"2007"	2415	652822	369.9
	"North Dakota"	"38"	"2008"	"2008"	2376	657569	361.3
	"North Dakota"	"38"	"2009"	"2009"	2443	664968	367.4
	"North Dakota"	"38"	"2010"	"2010"	2373	672591	352.8
	"North Dakota"	"38"	"2011"	"2011"	2258	683932	330.1
	"North Dakota"	"38"	"2012"	"2012"	2287	699628	326.9
	"North Dakota"	"38"	"2013"	"2013"	2292	723393	316.8
	"North Dakota"	"38"	"2014"	"2014"	2119	739482	286.6
	"North Dakota"	"38"	"2015"	"2015"	2107	756927	278.4
	"North Dakota"	"38"	"2016"	"2016"	2114	757952	278.9
	"North Dakota"	"38"	"2017"	"2017"	2196	755393	290.7
	"North Dakota"	"38"	"2018"	"2018"	2294	760077	301.8
	"North Dakota"	"38"	"2019"	"2019"	2310	762062	303.1
	"North Dakota"	"38"	"2020 "	"2020"	2726	765309	356.2
"Total"	"North Dakota"	"38"			51854	15194827	341.3
	"Ohio"	"39"	"1999"	"1999"	43112	11335454	380.3
	"Ohio"	"39"	"2000"	"2000"	44359	11353140	390.7
	"Ohio"	"39"	"2001"	"2001"	44301	11387404	389.0
	"Ohio"	"39"	"2002"	"2002"	44513	11407889	390.2
	"Ohio"	"39"	"2003"	"2003"	44616	11434788	390.2
	"Ohio"	"39"	"2004"	"2004"	43728	11452251	381.8
	"Ohio"	"39"	"2005"	"2005"	45385	11463320	395.9
	"Ohio"	"39"	"2006"	"2006"	45266	11481213	394.3
	"Ohio"	"39"	"2007"	"2007"	45653	11500468	397.0
	"Ohio"	"39"	"2008"	"2008"	45628	11515391	396.2
	"Ohio"	"39"	"2009"	"2009"	42552	11528896	369.1
	"Ohio"	"39"	"2010"	"2010"	43004	11536504	372.8
	"Ohio"	"39"	"2011"	"2011"	42897	11544951	371.6
	"Ohio"	"39"	"2012"	"2012"	42180	11544225	365.4
	"Ohio"	"39"	"2013"	"2013"	41652	11570808	360.0
	"Ohio"	"39"	"2014"	"2014"	41110	11594163	354.6
	"Ohio"	"39"	"2015"	"2015"	41132	11613423	354.2
	"Ohio"	"39"	"2016"	"2016"	39612	11614373	341.1
	"Ohio"	"39"	"2017"	"2017"	40907	11658609	350.9
	"Ohio"	"39"	"2018"	"2018"	41158	11689442	352.1
	"Ohio"	"39"	"2019"	"2019"	41009	11689100	350.8
	"Ohio"	"39"	"2020 "	"2020"	47729	11693217	408.2
"Total"	"Ohio"	"39"			951503	253609029	375.2
	"Oklahoma"	"40"	"1999"	"1999"	12550	3437147	365.1
	"Oklahoma"	"40"	"2000"	"2000"	13523	3450654	391.9
	"Oklahoma"	"40"	"2001"	"2001"	13488	3467100	389.0
	"Oklahoma"	"40"	"2002"	"2002"	14664	3489080	420.3
	"Oklahoma"	"40"	"2003"	"2003"	15348	3504892	437.9
	"Oklahoma"	"40"	"2004"	"2004"	13452	3525233	381.6
	"Oklahoma"	"40"	"2005"	"2005"	14037	3548597	395.6
	"Oklahoma"	"40"	"2006"	"2006"	13519	3594090	376.1
	"Oklahoma"	"40"	"2007"	"2007"	13411	3634349	369.0
	"Oklahoma"	"40"	"2008"	"2008"	13814	3668976	376.5
	"Oklahoma"	"40"	"2009"	"2009"	13179	3717572	354.5
	"Oklahoma"	"40"	"2010"	"2010"	13926	3751351	371.2
	"Oklahoma"	"40"	"2011"	"2011"	14763	3791508	389.4
	"Oklahoma"	"40"	"2012"	"2012"	15550	3814820	407.6
	"Oklahoma"	"40"	"2013"	"2013"	16048	3850568	416.8
	"Oklahoma"	"40"	"2014"	"2014"	16556	3878051	426.9
